timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2026-06-12T09:21:11,flower_federated_server,599a93a2-4056-466d-be46-d3d12c1c70b0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.500023183001758,1.575091181518384e-06,1.260070608237177e-07,8.049027052815456,0.0,0.04606962203979493,2.794711819100945e-05,0,1.5993549514454403e-07,2.8107053686153996e-05,France,FRA,,,,Linux-7.0.11-arch1-1-x86_64-with-glibc2.41,3.11.15,2.8.2,14,Intel(R) Core(TM) Ultra 5 235T,,,,,30.796810150146484,process,N,1.0
